gene_id	gene_name	gene_type	strand	mappability	contig	TSS
ENSG00000274698.1	RP11-71L14.4	lincRNA	+	0.99915	chr16	68450283
ENSG00000184939.15	ZFP90	protein_coding	+	0.97712	chr16	68530090
ENSG00000275383.1	RP11-615I2.6	lincRNA	+	0.88834	chr16	68591382
ENSG00000062038.13	CDH3	protein_coding	+	0.94947	chr16	68636189
ENSG00000260577.2	RP11-615I2.2	antisense	-	1.0	chr16	68646168
ENSG00000039068.18	CDH1	protein_coding	+	0.96122	chr16	68737225
ENSG00000260459.2	FTLP14	processed_pseudogene	+	1.0	chr16	68822587
ENSG00000260798.1	RP11-354M1.2	antisense	-	0.99559	chr16	68823398
ENSG00000103047.7	TANGO6	protein_coding	+	0.99072	chr16	68843606
ENSG00000244378.1	RPS2P45	transcribed_processed_pseudogene	+	0.98794	chr16	69033675
ENSG00000103044.10	HAS3	protein_coding	+	0.98678	chr16	69105564
ENSG00000141076.17	UTP4	protein_coding	+	0.98265	chr16	69131291
ENSG00000168802.12	CHTF8	protein_coding	-	0.8592	chr16	69132514
ENSG00000168807.16	SNTB2	protein_coding	+	0.95294	chr16	69187129
ENSG00000132612.15	VPS4A	protein_coding	+	0.93574	chr16	69311356
ENSG00000258429.1	PDF	protein_coding	-	0.99377	chr16	69330595
ENSG00000213380.14	COG8	protein_coding	-	0.91131	chr16	69339429
ENSG00000132603.13	NIP7	protein_coding	+	0.93052	chr16	69339584
ENSG00000157315.4	TMED6	protein_coding	-	1.0	chr16	69351809
ENSG00000132604.10	TERF2	protein_coding	-	0.89867	chr16	69408571
ENSG00000103018.16	CYB5B	protein_coding	+	0.99	chr16	69424525
ENSG00000102908.20	NFAT5	protein_coding	+	0.97065	chr16	69565094
ENSG00000274093.1	RP11-140H17.2	sense_intronic	+	1.0	chr16	69632141
ENSG00000181019.12	NQO1	protein_coding	-	0.92475	chr16	69726951
ENSG00000260290.2	CTD-2033A16.2	processed_pseudogene	-	0.80422	chr16	69757937
ENSG00000198373.12	WWP2	protein_coding	+	0.99138	chr16	69762306
ENSG00000090857.13	PDPR	protein_coding	+	0.85651	chr16	70113626
ENSG00000090861.15	AARS	protein_coding	-	0.99854	chr16	70289543
ENSG00000157349.16	DDX19B	protein_coding	+	0.8784	chr16	70289663
ENSG00000261777.5	RP11-529K1.2	processed_transcript	-	0.89952	chr16	70346747
ENSG00000168872.16	DDX19A	protein_coding	+	0.84144	chr16	70346829
ENSG00000157350.12	ST3GAL2	protein_coding	-	0.87856	chr16	70439237
ENSG00000157353.16	FUK	protein_coding	+	0.97228	chr16	70454421
ENSG00000103051.18	COG4	protein_coding	-	0.97525	chr16	70523565
ENSG00000189091.12	SF3B3	protein_coding	+	0.93083	chr16	70523788
ENSG00000157368.10	IL34	protein_coding	+	1.0	chr16	70579895
ENSG00000279569.1	RP11-394B2.1	TEC	+	1.0	chr16	70664450
ENSG00000132613.14	MTSS1L	protein_coding	-	1.0	chr16	70686066
ENSG00000279412.1	RP11-394B2.5	TEC	+	1.0	chr16	70713987
ENSG00000214353.7	VAC14-AS1	antisense	+	0.98197	chr16	70755098
ENSG00000103043.14	VAC14	protein_coding	-	1.0	chr16	70801161
ENSG00000262890.1	RP11-424M24.5	lincRNA	-	1.0	chr16	70802840
ENSG00000180917.17	CMTR2	protein_coding	-	1.0	chr16	71289715
ENSG00000172137.18	CALB2	protein_coding	+	1.0	chr16	71358713
ENSG00000167377.17	ZNF23	protein_coding	-	0.99435	chr16	71463095
ENSG00000247324.2	RP11-510M2.2	antisense	+	0.973	chr16	71463258
ENSG00000140835.9	CHST4	protein_coding	+	0.99965	chr16	71525233
ENSG00000157429.15	ZNF19	protein_coding	-	0.93716	chr16	71565089
ENSG00000198650.10	TAT	protein_coding	-	0.95892	chr16	71577130
ENSG00000140832.9	MARVELD3	protein_coding	+	0.90896	chr16	71626161
ENSG00000260593.1	RP11-432I5.2	antisense	-	1.0	chr16	71626816
ENSG00000261513.1	RP11-432I5.8	antisense	+	1.0	chr16	71723180
ENSG00000040199.18	PHLPP2	protein_coding	-	0.97129	chr16	71724701
ENSG00000260612.1	RP11-432I5.4	lincRNA	+	1.0	chr16	71726975
ENSG00000166747.12	AP1G1	protein_coding	-	0.95217	chr16	71809201
ENSG00000262140.1	RP11-417N10.3	unprocessed_pseudogene	+	1.0	chr16	71833787
ENSG00000224470.7	ATXN1L	protein_coding	+	0.96878	chr16	71845991
ENSG00000182149.20	IST1	protein_coding	+	0.89634	chr16	71885233
ENSG00000102984.14	ZNF821	protein_coding	-	1.0	chr16	71895248
ENSG00000277481.1	PKD1L3	protein_coding	-	1.0	chr16	71999978
ENSG00000263232.2	ATP5A1P3	processed_pseudogene	-	0.96267	chr16	72006543
ENSG00000102967.11	DHODH	protein_coding	+	0.87701	chr16	72008588
ENSG00000260252.1	RP11-384M15.3	antisense	+	1.0	chr16	72087297
ENSG00000140829.11	DHX38	protein_coding	+	1.0	chr16	72093870
ENSG00000140830.8	TXNL4B	protein_coding	-	0.94719	chr16	72094396
ENSG00000118557.15	PMFBP1	protein_coding	-	1.0	chr16	72176878
ENSG00000261008.6	LINC01572	lincRNA	-	0.97607	chr16	72665009
ENSG00000259768.5	RP5-991G20.1	antisense	+	0.98221	chr16	72665170
ENSG00000279206.1	RP5-991G20.6	lincRNA	+	1.0	chr16	72772673
ENSG00000259209.3	RP5-991G20.2	antisense	+	1.0	chr16	72805998
ENSG00000279591.1	AC002044.1	TEC	-	1.0	chr16	73016016
ENSG00000140836.14	ZFHX3	protein_coding	-	0.99659	chr16	73059698
ENSG00000272250.1	RP11-346C20.4	lincRNA	+	1.0	chr16	73060245
ENSG00000271009.2	RP11-346C20.3	lincRNA	+	1.0	chr16	73060760
ENSG00000197445.2	C16orf47	lincRNA	-	1.0	chr16	73144447
ENSG00000275236.1	AC009120.11	lincRNA	-	1.0	chr16	74291052
ENSG00000261404.5	AC009120.4	lincRNA	-	1.0	chr16	74296762
ENSG00000103035.10	PSMD7	protein_coding	+	0.93934	chr16	74296775
ENSG00000239763.2	AC009120.3	processed_pseudogene	-	1.0	chr16	74313390
ENSG00000260884.1	AC009120.5	lincRNA	+	1.0	chr16	74315146
ENSG00000259972.2	AC009120.6	processed_transcript	-	0.92129	chr16	74335346
ENSG00000090863.11	GLG1	protein_coding	-	0.95239	chr16	74607144
ENSG00000168411.13	RFWD3	protein_coding	-	0.96757	chr16	74666881
ENSG00000262904.1	TMPOP2	processed_pseudogene	+	0.9614	chr16	74667506
ENSG00000168404.12	MLKL	protein_coding	-	0.97177	chr16	74700960
ENSG00000103089.8	FA2H	protein_coding	-	1.0	chr16	74774831
ENSG00000261458.1	RP11-787D11.1	unprocessed_pseudogene	+	0.92347	chr16	74842587
ENSG00000186187.11	ZNRF1	protein_coding	+	0.99651	chr16	74999030
ENSG00000103091.14	WDR59	protein_coding	-	0.93504	chr16	75000173
ENSG00000166816.13	LDHD	protein_coding	-	1.0	chr16	75116771
ENSG00000184517.11	ZFP1	protein_coding	+	0.99956	chr16	75148492
ENSG00000240338.5	RP11-331F4.4	transcribed_unprocessed_pseudogene	+	1.0	chr16	75226074
ENSG00000280152.1	RP11-331F4.5	TEC	-	1.0	chr16	75249564
ENSG00000050820.16	BCAR1	protein_coding	-	0.94579	chr16	75268053
ENSG00000261783.1	RP11-252K23.2	sense_intronic	-	0.9393	chr16	75381260
ENSG00000153774.8	CFDP1	protein_coding	-	0.99888	chr16	75433485
ENSG00000274220.1	RP11-77K12.9	lincRNA	+	0.93947	chr16	75433836
ENSG00000261476.1	RP11-77K12.3	sense_intronic	-	1.0	chr16	75460017
ENSG00000166822.12	TMEM170A	protein_coding	-	0.91056	chr16	75465497
ENSG00000183196.8	CHST6	protein_coding	-	0.87514	chr16	75495259
ENSG00000135702.14	CHST5	protein_coding	-	0.8424	chr16	75535247
ENSG00000276408.1	RP11-490B18.5	lincRNA	+	0.98589	chr16	75556392
ENSG00000034713.7	GABARAPL2	protein_coding	+	0.97923	chr16	75566351
ENSG00000276523.1	RP11-490B18.6	antisense	-	1.0	chr16	75572685
ENSG00000065457.10	ADAT1	protein_coding	-	0.94419	chr16	75623300
ENSG00000065427.14	KARS	protein_coding	-	0.98414	chr16	75647679
ENSG00000166848.5	TERF2IP	protein_coding	+	0.94527	chr16	75647786
ENSG00000284484.1	RP11-490B18.9	protein_coding	-	0.87605	chr16	75677009
ENSG00000282757.3	DUXB	protein_coding	-	1.0	chr16	75701459
ENSG00000103111.14	MON1B	protein_coding	+	0.94914	chr16	77190835
ENSG00000205078.5	SYCE1L	protein_coding	+	1.0	chr16	77206441
ENSG00000140873.15	ADAMTS18	protein_coding	-	0.99947	chr16	77435114
ENSG00000140876.11	NUDT7	protein_coding	+	0.99892	chr16	77722492
ENSG00000261707.1	RP11-264M12.2	antisense	-	1.0	chr16	77743000
ENSG00000171724.2	VAT1L	protein_coding	+	0.99985	chr16	77788530
ENSG00000186153.16	WWOX	protein_coding	+	0.98427	chr16	78099413
ENSG00000276007.1	RP11-358L22.3	sense_intronic	+	0.96256	chr16	78123243
ENSG00000261837.1	RP11-264L1.3	sense_intronic	+	1.0	chr16	78534374
ENSG00000279129.1	RP11-264L1.2	TEC	-	0.96268	chr16	78553296
ENSG00000280190.1	RP11-319G9.1	TEC	+	1.0	chr16	78890231
ENSG00000260816.2	RP11-319G9.3	sense_intronic	+	1.0	chr16	78895361
ENSG00000261537.1	RP11-319G9.5	sense_intronic	+	1.0	chr16	78994345
ENSG00000280274.1	RP11-556H2.1	TEC	+	0.91089	chr16	79016136
ENSG00000277954.1	RP11-679B19.1	antisense	-	1.0	chr16	79206739
ENSG00000178573.6	MAF	protein_coding	-	0.99849	chr16	79600714
ENSG00000277214.1	RP11-70D24.3	lincRNA	+	1.0	chr16	79603572
ENSG00000278058.1	RP11-70D24.2	lincRNA	+	1.0	chr16	79605802
ENSG00000275040.1	RP11-70D24.4	lincRNA	+	1.0	chr16	79619469
ENSG00000279378.1	RP11-70D24.1	TEC	-	0.95876	chr16	79677715
ENSG00000260876.5	LINC01229	lincRNA	+	1.0	chr16	79713836
ENSG00000261390.5	MAFTRR	lincRNA	-	1.0	chr16	79770563
ENSG00000168589.14	DYNLRB2	protein_coding	+	1.0	chr16	80540957
ENSG00000260183.1	RP11-109P11.1	antisense	-	1.0	chr16	80552514
ENSG00000259867.5	RP11-525K10.3	antisense	-	0.96536	chr16	80563135
ENSG00000166446.14	CDYL2	protein_coding	-	0.98815	chr16	80804329
ENSG00000260896.5	LINC02170	lincRNA	-	0.99815	chr16	80892595
ENSG00000278985.1	RP11-303E16.9	TEC	-	0.91701	chr16	80984094
ENSG00000103121.8	CMC2	protein_coding	-	0.95176	chr16	81001334
ENSG00000166451.13	CENPN	protein_coding	+	0.98459	chr16	81006498
ENSG00000261061.1	RP11-303E16.2	sense_intronic	+	0.94468	chr16	81030770
ENSG00000260213.5	RP11-303E16.3	antisense	-	1.0	chr16	81035759
ENSG00000166454.9	ATMIN	protein_coding	+	0.90956	chr16	81035847
ENSG00000261141.1	RP11-303E16.5	antisense	+	1.0	chr16	81055301
ENSG00000261838.5	RP11-303E16.6	antisense	+	0.97273	chr16	81069854
ENSG00000166455.13	C16orf46	protein_coding	-	1.0	chr16	81077267
ENSG00000245059.2	RP11-303E16.7	lincRNA	+	1.0	chr16	81077319
ENSG00000166473.17	PKD1L2	polymorphic_pseudogene	-	0.98011	chr16	81220370
ENSG00000135697.9	BCO1	protein_coding	+	1.0	chr16	81238448
ENSG00000260495.1	RP11-55K13.1	antisense	-	0.94505	chr16	81313423
ENSG00000261609.5	GAN	protein_coding	+	0.96056	chr16	81314952
ENSG00000153815.16	CMIP	protein_coding	+	0.99946	chr16	81445170
ENSG00000279476.1	RP11-391L3.3	TEC	+	0.9869	chr16	81517824
ENSG00000279841.1	RP11-274A11.4	TEC	+	1.0	chr16	81630193
ENSG00000197943.9	PLCG2	protein_coding	+	0.98316	chr16	81779258
ENSG00000184860.9	SDR42E1	protein_coding	-	0.97282	chr16	82011488
ENSG00000135698.9	MPHOSPH6	protein_coding	-	0.99944	chr16	82170226
ENSG00000140945.16	CDH13	protein_coding	+	0.97093	chr16	82626803
ENSG00000260228.5	RP11-483P21.2	antisense	-	0.97694	chr16	83807834
ENSG00000230989.6	HSBP1	protein_coding	+	0.96544	chr16	83807843
ENSG00000103150.5	MLYCD	protein_coding	+	0.94502	chr16	83899126
ENSG00000260932.1	RP11-483P21.6	antisense	-	1.0	chr16	83931223
ENSG00000260300.5	RP11-505K9.4	protein_coding	+	0.98013	chr16	83931311
ENSG00000140961.12	OSGIN1	protein_coding	+	0.97822	chr16	83949115
ENSG00000103154.9	NECAB2	protein_coding	+	1.0	chr16	83968632
ENSG00000274677.1	RP11-505K9.5	sense_intronic	-	1.0	chr16	84086590
ENSG00000140943.16	MBTPS1	protein_coding	-	0.99916	chr16	84116906
ENSG00000260018.1	RP11-505K9.1	antisense	+	1.0	chr16	84117051
ENSG00000103160.11	HSDL1	protein_coding	-	0.95183	chr16	84145188
ENSG00000154099.17	DNAAF1	protein_coding	+	0.93936	chr16	84145310
ENSG00000103168.16	TAF1C	protein_coding	-	0.99296	chr16	84187070
ENSG00000140955.10	ADAD2	protein_coding	+	1.0	chr16	84191138
ENSG00000250685.7	RP11-486L19.2	antisense	-	0.98308	chr16	84195265
ENSG00000103175.10	WFDC1	protein_coding	+	0.98339	chr16	84294646
ENSG00000064270.12	ATP2C2	protein_coding	+	1.0	chr16	84368527
ENSG00000261286.1	RP11-517C16.2	antisense	-	1.0	chr16	84467361
ENSG00000261243.1	RP11-517C16.4	antisense	+	1.0	chr16	84495599
ENSG00000140950.15	TLDC1	protein_coding	-	0.9276	chr16	84554033
ENSG00000261471.1	RP11-61F12.1	antisense	+	1.0	chr16	84594393
ENSG00000103187.7	COTL1	protein_coding	-	0.96236	chr16	84618077
ENSG00000135686.12	KLHL36	protein_coding	+	0.9923	chr16	84648525
ENSG00000103196.11	CRISPLD2	protein_coding	+	0.96243	chr16	84819984
ENSG00000260859.1	RP11-254F19.2	sense_intronic	+	1.0	chr16	84828263
ENSG00000279622.1	RP11-254F19.4	TEC	-	0.9998	chr16	84919923
ENSG00000153786.12	ZDHHC7	protein_coding	-	0.9851	chr16	85011535
ENSG00000135709.12	KIAA0513	protein_coding	+	0.95744	chr16	85027751
ENSG00000153789.12	FAM92B	protein_coding	-	0.92132	chr16	85112508
ENSG00000278214.1	LINC02139	lincRNA	+	0.9696	chr16	85137150
ENSG00000275088.1	RP11-442O1.3	lincRNA	-	0.99752	chr16	85146001
ENSG00000131149.18	GSE1	protein_coding	+	0.99785	chr16	85169525
ENSG00000278716.1	LA16c-352F7.1	lincRNA	+	1.0	chr16	85489813
ENSG00000270124.1	RP11-118F19.1	lincRNA	-	1.0	chr16	85583571
ENSG00000260417.1	CTD-2542L18.1	lincRNA	+	0.99558	chr16	85592266
ENSG00000263968.2	RN7SL381P	misc_RNA	+	1.0	chr16	85659378
ENSG00000131153.8	GINS2	protein_coding	-	0.89907	chr16	85690073
ENSG00000275393.1	RP11-568J23.8	sense_intronic	-	1.0	chr16	85697868
ENSG00000154102.10	C16orf74	protein_coding	-	0.97936	chr16	85751129
ENSG00000252311.1	RNU1-103P	snRNA	-	1.0	chr16	85781899
ENSG00000270184.1	RP11-568J23.5	antisense	+	1.0	chr16	85784382
ENSG00000131143.8	COX4I1	protein_coding	+	0.97351	chr16	85798633
ENSG00000131148.8	EMC8	protein_coding	-	0.98472	chr16	85799608
ENSG00000140968.10	IRF8	protein_coding	+	1.0	chr16	85898803
ENSG00000268388.5	FENDRR	lincRNA	-	0.99483	chr16	86509099
ENSG00000103241.6	FOXF1	protein_coding	+	0.99495	chr16	86510527
ENSG00000270020.1	RP11-463O9.9	lincRNA	-	0.98046	chr16	86523897
ENSG00000243697.1	RP11-463O9.1	processed_pseudogene	+	0.86053	chr16	86525457
ENSG00000103248.18	MTHFSD	protein_coding	-	0.99986	chr16	86555235
ENSG00000176692.5	FOXC2	protein_coding	+	0.98403	chr16	86567251
ENSG00000176678.5	FOXL1	protein_coding	+	0.99984	chr16	86576368
ENSG00000261175.5	LINC02188	lincRNA	+	0.95484	chr16	86722091
ENSG00000260456.6	C16orf95	protein_coding	-	0.95965	chr16	87317420
ENSG00000270006.2	RP11-178L8.7	antisense	+	1.0	chr16	87317509
ENSG00000140941.12	MAP1LC3B	protein_coding	+	0.91799	chr16	87383995
ENSG00000103264.17	FBXO31	protein_coding	-	0.9868	chr16	87389760
ENSG00000261592.1	RP11-178L8.3	antisense	-	0.88896	chr16	87400295
ENSG00000276337.1	RP11-106D4.2	sense_intronic	-	0.9754	chr16	87474370
ENSG00000140948.11	ZCCHC14	protein_coding	-	0.99002	chr16	87492045
ENSG00000260750.5	RP11-482M8.1	lincRNA	+	0.86846	chr16	87492555
ENSG00000154118.12	JPH3	protein_coding	+	1.0	chr16	87602887
ENSG00000226180.3	RP11-278A23.1	lincRNA	-	0.99783	chr16	87696147
ENSG00000104731.13	KLHDC4	protein_coding	-	0.96018	chr16	87765992
ENSG00000103257.8	SLC7A5	protein_coding	-	0.96405	chr16	87869488
ENSG00000172530.20	BANP	protein_coding	+	0.83623	chr16	87949244
ENSG00000225614.2	ZNF469	protein_coding	+	1.0	chr16	88427471
ENSG00000179588.8	ZFPM1	protein_coding	+	0.98826	chr16	88453317
ENSG00000261744.1	RP11-21B21.4	antisense	-	1.0	chr16	88531053
ENSG00000158545.15	ZC3H18	protein_coding	+	0.98257	chr16	88570381
ENSG00000051523.10	CYBA	protein_coding	-	0.98418	chr16	88651152
ENSG00000167508.11	MVD	protein_coding	-	0.98042	chr16	88663161
ENSG00000260630.6	SNAI3-AS1	antisense	+	1.0	chr16	88663298
ENSG00000185669.5	SNAI3	protein_coding	-	1.0	chr16	88681714
ENSG00000158717.10	RNF166	protein_coding	-	0.99951	chr16	88706421
ENSG00000174177.12	CTU2	protein_coding	+	0.98243	chr16	88706463
ENSG00000278341.1	RP5-1142A6.10	antisense	-	1.0	chr16	88710437
ENSG00000260121.1	RP5-1142A6.9	antisense	+	1.0	chr16	88718615
ENSG00000224888.4	RP5-1142A6.2	antisense	+	0.99781	chr16	88731180
ENSG00000182376.2	RP5-1142A6.8	antisense	+	0.97492	chr16	88742767
ENSG00000103335.21	PIEZO1	protein_coding	-	0.99816	chr16	88785211
ENSG00000167513.8	CDT1	protein_coding	+	0.87728	chr16	88803213
ENSG00000198931.10	APRT	protein_coding	-	1.0	chr16	88811944
ENSG00000141012.12	GALNS	protein_coding	-	0.98336	chr16	88856970
ENSG00000167515.10	TRAPPC2L	protein_coding	+	0.99793	chr16	88857086
ENSG00000205022.9	PABPN1L	protein_coding	-	1.0	chr16	88866660
ENSG00000259881.1	RP11-830F9.5	antisense	+	1.0	chr16	88881149
ENSG00000261226.1	RP11-830F9.7	sense_intronic	-	1.0	chr16	88939651
ENSG00000129993.14	CBFA2T3	protein_coding	-	0.99109	chr16	88977204
ENSG00000176715.15	ACSF3	protein_coding	+	0.98549	chr16	89088375
ENSG00000261546.1	CTD-2555A7.3	antisense	-	1.0	chr16	89115279
ENSG00000180422.3	LINC00304	lincRNA	+	0.99452	chr16	89159146
ENSG00000129910.7	CDH15	protein_coding	+	0.95173	chr16	89171767
ENSG00000259803.6	SLC22A31	protein_coding	-	1.0	chr16	89201664
ENSG00000259877.2	RP11-46C24.7	antisense	-	0.9401	chr16	89217653
ENSG00000170100.13	ZNF778	protein_coding	+	0.85444	chr16	89217703
ENSG00000268218.1	AC137932.4	antisense	+	0.89992	chr16	89269939
ENSG00000260279.2	AC137932.5	antisense	+	1.0	chr16	89297508
ENSG00000261253.2	AC137932.6	antisense	+	0.99937	chr16	89321133
ENSG00000167522.14	ANKRD11	protein_coding	-	0.89096	chr16	89490561
ENSG00000197912.14	SPG7	protein_coding	+	0.95325	chr16	89490917
ENSG00000261118.1	RP11-104N10.1	antisense	-	1.0	chr16	89504460
ENSG00000274627.1	RP11-104N10.2	sense_intronic	+	0.95662	chr16	89516797
ENSG00000167526.13	RPL13	protein_coding	+	0.94273	chr16	89560657
ENSG00000200084.1	SNORD68	snoRNA	+	1.0	chr16	89561434
ENSG00000178773.14	CPNE7	protein_coding	+	1.0	chr16	89575768
ENSG00000015413.9	DPEP1	protein_coding	+	1.0	chr16	89613308
ENSG00000131165.14	CHMP1A	protein_coding	-	0.9998	chr16	89657801
ENSG00000167523.13	SPATA33	protein_coding	+	0.93043	chr16	89657846
ENSG00000185324.21	CDK10	protein_coding	+	0.89447	chr16	89680737
ENSG00000260259.1	LINC02166	lincRNA	-	0.86506	chr16	89686569
ENSG00000158792.15	SPATA2L	protein_coding	-	0.99971	chr16	89701705
ENSG00000261373.1	VPS9D1-AS1	antisense	+	0.94606	chr16	89711856
ENSG00000158805.11	ZNF276	protein_coding	+	0.97561	chr16	89720400
ENSG00000075399.13	VPS9D1	protein_coding	-	0.98754	chr16	89720984
ENSG00000187741.14	FANCA	protein_coding	-	0.99789	chr16	89816657
ENSG00000204991.10	SPIRE2	protein_coding	+	0.84588	chr16	89818179
ENSG00000141002.19	TCF25	protein_coding	+	0.91484	chr16	89873570
ENSG00000258839.3	MC1R	protein_coding	+	0.9254	chr16	89913628
ENSG00000258947.6	TUBB3	protein_coding	+	0.82486	chr16	89921392
ENSG00000140995.16	DEF8	protein_coding	+	0.83689	chr16	89947925
ENSG00000177946.5	CENPBD1	protein_coding	-	0.91627	chr16	89971785
ENSG00000223959.8	AFG3L1P	transcribed_unitary_pseudogene	+	0.92843	chr16	89972586
ENSG00000141013.16	GAS8	protein_coding	+	1.0	chr16	90019629
ENSG00000003249.13	DBNDD1	protein_coding	-	0.97921	chr16	90020043
ENSG00000221819.5	GAS8-AS1	antisense	-	1.0	chr16	90029367
ENSG00000222019.7	URAHP	transcribed_unprocessed_pseudogene	-	1.0	chr16	90047773
ENSG00000272636.3	DOC2B	protein_coding	-	0.9575	chr17	181636
ENSG00000273172.1	LINC02091	lincRNA	-	1.0	chr17	191587
ENSG00000262920.5	RP11-1260E13.1	antisense	+	1.0	chr17	321416
ENSG00000262061.5	RP11-1260E13.4	processed_transcript	+	0.97466	chr17	331205
ENSG00000262558.1	RP11-1260E13.3	antisense	+	1.0	chr17	354737
ENSG00000262294.1	RP11-1260E13.2	antisense	+	1.0	chr17	357059
ENSG00000181031.15	RPH3AL	protein_coding	-	0.96652	chr17	386254
ENSG00000187624.8	C17orf97	protein_coding	+	0.91405	chr17	410327
ENSG00000183688.4	RFLNB	protein_coding	-	0.95442	chr17	445939
ENSG00000262905.1	RP5-1029F21.2	antisense	+	0.90267	chr17	552566
ENSG00000244097.1	RPS4XP17	processed_pseudogene	-	0.82992	chr17	657428
ENSG00000141252.19	VPS53	protein_coding	-	0.84897	chr17	721717
ENSG00000167695.14	FAM57A	protein_coding	+	0.99957	chr17	732412
ENSG00000179409.10	GEMIN4	protein_coding	-	0.86248	chr17	752659
ENSG00000231784.8	DBIL5P	transcribed_unitary_pseudogene	+	0.89331	chr17	752777
ENSG00000262228.2	RP11-676J12.4	lincRNA	-	0.87931	chr17	765319
ENSG00000171861.10	MRM3	protein_coding	+	0.99376	chr17	782452
ENSG00000167699.13	GLOD4	protein_coding	-	0.97566	chr17	783390
ENSG00000262434.1	RP11-676J12.8	antisense	-	1.0	chr17	790525
ENSG00000277491.1	RP11-676J12.9	lincRNA	+	1.0	chr17	795306
ENSG00000262003.1	RP11-676J12.7	antisense	+	0.99479	chr17	909632
ENSG00000167693.16	NXN	protein_coding	-	0.94658	chr17	979770
ENSG00000177370.4	TIMM22	protein_coding	+	0.99416	chr17	997117
ENSG00000159842.14	ABR	protein_coding	-	0.99517	chr17	1229021
ENSG00000184811.3	TUSC5	protein_coding	+	0.99985	chr17	1279663
ENSG00000280408.1	RP11-818O24.2	TEC	+	1.0	chr17	1352070
ENSG00000108953.16	YWHAE	protein_coding	-	0.8407	chr17	1400378
ENSG00000262777.1	RP11-818O24.3	antisense	+	1.0	chr17	1424473
ENSG00000167193.7	CRK	protein_coding	-	0.94699	chr17	1463162
ENSG00000197879.14	MYO1C	protein_coding	-	0.97002	chr17	1492812
ENSG00000132376.19	INPP5K	protein_coding	-	0.97958	chr17	1516888
ENSG00000236618.2	PITPNA-AS1	antisense	+	1.0	chr17	1516931
ENSG00000174238.14	PITPNA	protein_coding	-	1.0	chr17	1562816
ENSG00000167703.14	SLC43A2	protein_coding	-	0.88519	chr17	1628840
ENSG00000074660.15	SCARF1	protein_coding	-	0.9416	chr17	1645747
ENSG00000167705.11	RILP	protein_coding	-	1.0	chr17	1650077
ENSG00000174231.16	PRPF8	protein_coding	-	0.97718	chr17	1684725
ENSG00000185561.9	TLCD2	protein_coding	-	0.83496	chr17	1710438
ENSG00000167716.18	WDR81	protein_coding	+	0.99965	chr17	1716523
ENSG00000186594.14	MIR22HG	lincRNA	-	1.0	chr17	1717174
ENSG00000167711.13	SERPINF2	protein_coding	+	1.0	chr17	1742836
ENSG00000132386.10	SERPINF1	protein_coding	+	0.91064	chr17	1761959
ENSG00000132383.11	RPA1	protein_coding	+	1.0	chr17	1829702
ENSG00000186532.11	SMYD4	protein_coding	-	0.87711	chr17	1830634
ENSG00000185924.6	RTN4RL1	protein_coding	-	0.99435	chr17	2025345
ENSG00000108963.17	DPH1	protein_coding	+	0.95258	chr17	2030110
ENSG00000263050.1	RP11-667K14.3	lincRNA	-	1.0	chr17	2044968
ENSG00000177374.12	HIC1	protein_coding	+	0.9936	chr17	2054154
ENSG00000167720.12	SRR	protein_coding	+	0.94551	chr17	2303383
ENSG00000070366.13	SMG6	protein_coding	-	0.99654	chr17	2303703
ENSG00000167721.10	TSR1	protein_coding	-	0.92443	chr17	2337497
ENSG00000141258.12	SGSM2	protein_coding	+	1.0	chr17	2337508
ENSG00000274758.1	RP1-59D14.10	antisense	-	1.0	chr17	2366791
ENSG00000263345.1	RP1-59D14.5	antisense	-	0.91638	chr17	2377746
ENSG00000070444.14	MNT	protein_coding	-	0.97091	chr17	2401118
ENSG00000127804.12	METTL16	protein_coding	-	0.94721	chr17	2511891
ENSG00000007168.12	PAFAH1B1	protein_coding	+	0.96667	chr17	2593210
ENSG00000279432.1	RP11-135N5.3	TEC	+	0.93312	chr17	2639297
ENSG00000239884.3	RN7SL608P	misc_RNA	+	1.0	chr17	2681131
ENSG00000272911.1	RP11-74E22.6	lincRNA	+	1.0	chr17	2688473
ENSG00000262050.1	RP11-74E22.3	antisense	+	1.0	chr17	2712309
ENSG00000132361.16	CLUH	protein_coding	-	0.99952	chr17	2712481
ENSG00000277200.1	RP11-74E22.8	lincRNA	-	0.93388	chr17	2723947
ENSG00000132359.14	RAP1GAP2	protein_coding	+	1.0	chr17	2755705
ENSG00000262884.1	CTD-3060P21.1	antisense	-	1.0	chr17	2965895
ENSG00000141255.12	SPATA22	protein_coding	-	0.99976	chr17	3472341
ENSG00000108381.10	ASPA	protein_coding	+	0.90284	chr17	3472374
ENSG00000167723.14	TRPV3	protein_coding	-	0.96668	chr17	3557995
ENSG00000263338.1	RP11-235E17.3	sense_intronic	-	0.96139	chr17	3578853
ENSG00000196689.11	TRPV1	protein_coding	-	0.90342	chr17	3597098
ENSG00000261916.1	RP11-235E17.4	sense_intronic	-	1.0	chr17	3602272
ENSG00000197417.7	SHPK	protein_coding	-	0.95098	chr17	3636322
ENSG00000040531.14	CTNS	protein_coding	+	0.98382	chr17	3636468
ENSG00000262903.1	RP11-235E17.6	antisense	-	1.0	chr17	3658004
ENSG00000213977.7	TAX1BP3	protein_coding	-	1.0	chr17	3668682
ENSG00000127774.6	EMC6	protein_coding	+	1.0	chr17	3668815
